idsabi;nombre;nif;año;11000;11100;11200;11300;11400;11500;11600;11700;12000;12100;12200;12210;12220;12230;12240;12250;12260;12300;12400;12500;12600;12700;10000;20000;21000;21100;21200;21300;21400;21500;21510;21520;21600;21700;21800;21900;22000;23000;31000;31100;31200;31300;31400;31500;31600;31700;32000;32100;32200;32300;32400;32500;32600;32700;30000;40100;40110;40120;40130;40200;40300;40400;40410;40420;40430;40440;40500;40510;40520;40600;40610;40620;40630;40700;40710;40720;40730;40740;40750;40800;40900;41000;41100;41110;41120;41130;41200;41300;49100;41400;41500;41600;41700;41800;41810;41820;42100;42110;42120;42130;49200;49300;41900;49400;42000;49400;50010;50020;50030;50040;50050;50060;50070;59200;50080;50090;50100;50110;50120;50130;59300;59400;52013
142;ACORON S.L.;B38326997;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;ACORON S.L.;B38326997;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;ACORON S.L.;B38326997;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;ACORON S.L.;B38326997;2011;11266.62;6458.25;4704.19;0;0;93.86;10.33;0;1651.24;0;69.39;68.4;0;0;0;0;1;386.72;0;1120.42;0;74.71;12917.86;3825.87;3819.63;62.1;0;3464.38;0;-135.26;0;-135.26;0;428.41;0;0;0;6.24;7059.03;0;7059.03;0;0;0;0;0;2032.95;0;0;651.83;0;1381.12;0;0;12917.86;3716.6;176.36;3540.23;0;0;0;-796.37;-700.26;0;-96.11;0;1.35;0;1.35;-1226.7;-964.5;-262.21;0;-665.94;-614.43;-47.82;-3.69;0;0;-235.09;2.44;0;0;0;0;0;0;-101.67;694.61;37.16;-263.86;0;0;-3.01;-3.01;0;0;0;0;0;-229.7;464.91;-36.5;428.41;0;428.41;0;0;0;0;0;0;0;0;0;0;-1.04;0;0;0;-1.04;427.37;0
142;ACORON S.L.;B38326997;2012;11114.36;6451.13;4601.55;0;0;61.68;0;0;1803.69;0;76.87;74.96;0;0;0;0;1.91;503.01;77.2;1119;0;27.61;12918.05;4225.22;4222.88;62.1;0;3812.52;0;-135.26;0;-135.26;0;483.52;0;0;0;2.34;6466.15;0;6466.15;0;0;0;0;0;2226.68;0;0;747.73;0;1478.95;0;0;12918.05;3878.93;265.61;3613.32;0;0;0;-900.08;-800.2;0;-99.88;0;1.6;0.03;1.58;-1292.87;-1016.43;-276.44;0;-624.85;-582.78;-38.16;0;-3.9;0;-221.43;0.65;0;2;0;2;0;0;-80.73;763.23;26.8;-272.74;0;0;-1.82;-1.7;-0.12;0;0;0;0;-247.75;515.48;-31.96;483.52;0;483.52;0;0;0;0;0;0;0;0;0;0;-3.9;0;0;0;-3.9;479.62;0
142;ACORON S.L.;B38326997;2013;10935.28;6446.33;4430.57;0;0;58.38;0;0;1794.03;0;61.98;60.28;0;0;0;0;1.7;469;79.1;1147.54;0;36.41;12729.3;4593.88;4592.19;62.1;0;4296.04;0;-135.26;0;-135.26;0;369.31;0;0;0;1.69;6405.54;0;6405.54;0;0;0;0;0;1729.89;0;0;410.77;0;1319.12;0;0;12729.3;3734.18;215.72;3518.46;0;0;0;-991.47;-895.42;0;-96.05;0;0;0;0;-1342.4;-1053.26;-289.14;0;-564.72;-526.88;-37.83;0;0;0;-217.63;0.65;0;0;0;0;0;0;-6.9;611.73;44.34;-255.71;0.69;0;0;0;0;0;0;0;0;-210.68;401.05;-31.74;369.31;0;369.31;0;0;0;0;0;0;0;0;0;0;-0.65;0;0;0;-0.65;368.66;0
142;ACORON S.L.;B38326997;2014;10802.98;6443.32;4301.28;0;0;58.38;0;0;1957.57;0;54.67;54.67;0;0;0;0;0;549.65;82.29;1195.27;0;75.69;12760.55;4793.12;4792.08;62.1;0;4673.64;0;-135.26;0;-135.26;0;191.6;0;0;0;1.03;6390.34;0;6390.34;0;0;0;0;0;1577.1;0;0;467.43;0;1109.67;0;0;12760.55;3964.72;0;3964.72;0;0;0;-976.04;-852.88;0;-123.16;0;0;0;0;-1512.88;-1167.04;-345.84;0;-683.41;-633.78;-40.67;-8.96;0;0;-206.66;0.65;0;0;0;0;0;0;-95.33;491.07;45.82;-314.85;0;0;0;0;0;0;0;0;0;-269.03;222.04;-30.44;191.6;0;191.6;0;0;0;0;0;0;0;0;0;0;-0.65;0;0;0;-0.65;190.95;0
142;ACORON S.L.;B38326997;2015;11058.74;6457.91;4540.46;0;0;60.38;0;0;2258.45;0;69.96;69.96;0;0;0;0;0;711.69;83.06;1225.58;0;168.16;13317.2;5248.08;5247.7;62.1;0;4866.94;0;-135.26;0;-135.26;0;453.92;0;0;0;0.38;6085.82;0;6085.82;0;0;0;0;0;1983.3;0;0;838.86;0;1144.44;0;0;13317.2;4633.95;0;4633.95;0;0;0;-1098.2;-962.56;0;-135.64;0;4.63;4.63;0;-1674.71;-1287.25;-387.45;0;-880.3;-827.93;-52.37;0;0;0;-220.42;0.65;0;-11.91;0;-11.91;0;0;-22.93;730.75;47.32;-284.94;0;0;0;0;0;0;0;0;0;-237.61;493.14;-39.22;453.92;0;453.92;0;0;0;0;0;0;0;0;0;0;-0.65;0;0;0;-0.65;453.26;0
142;ACORON S.L.;B38326997;2016;11246.62;6277.08;4904.27;0;3.96;61.3;0;0;3385;0;77.2;77.2;0;0;0;0;0;758.11;81.43;1289.47;0;1178.8;14631.62;5961.65;5961.65;62.1;0;5315.91;0;-135.26;0;-135.26;0;718.9;0;0;0;0;6756.07;0;6756.07;0;0;0;0;0;1913.91;0;0;1126.5;0;787.41;0;0;14631.62;5642.44;0;5642.44;0;0;0;-1328.14;-1147.79;0;-180.35;0;3.03;3.03;0;-1917.97;-1476.74;-441.23;0;-903.77;-854.21;-47.02;-2.54;0;0;-504.25;0.38;0;5.26;0;5.26;0;0;-21.02;975.96;42.33;-270.65;0;0;-0.29;0;-0.29;0;0;0;0;-228.6;747.36;-28.46;718.9;0;718.9;0;0;0;0;0;0;0;0;0;0;-0.38;0;0;0;-0.38;718.52;0
